Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total N, 1985 (lb.)","Total N, 2007 (lb.)","Total N, 2009 (lb.)","Total N, 2010 (lb.)","Total N, 2011 (lb.)","Total N, 2012 (lb.)","Total N, 2013 (lb.)","Total N, 2014 (lb.)","Total N, 2015 (lb.)","Total N, 2016 (lb)","Total N Target, 2017 (lb.)",Total N Target 2025 (lb.)
A24031PM1_4500_4580,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Stormwater,33794.167727,30538.039918999999,29994.293151999998,30061.828732999998,30903.306453000001,31472.255863999999,31433.572749999999,33537.127684999999,36674.098632812493,35148.8427734375,27071.446322199998,25122.881769
A24031PM1_4500_4580,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Wastewater,21148.91992,11522.888606,6622.0985721999996,8700.6259152000002,5382.2299192,6033.5116582000001,5160.5005110000002,5757.3637920000001,4081.0676497817035,4699.9858626723289,6863.9081948200001,7025.1146098999998
A24031PM4_4040_4410,24031,MONTGOMERY,Upper Potomac,Potomac River Basin,Agriculture,262626.36095,156241.26379,147604.33170000001,142726.15453999999,136956.59671000001,132214.67520999999,123741.66807,122950.36914,118328.31506347656,114790.87100219728,132616.22260199999,122624.14986999999
A24031PM4_4040_4410,24031,MONTGOMERY,Upper Potomac,Potomac River Basin,Forest,42290.250004000001,41657.627444999998,42417.941403999997,41876.512211000001,42177.969731999998,42541.496342999999,42347.682740999997,40327.386890000002,40790.05078125,41277.417232513435,42253.340345199998,42143.606306000001
A24031PM4_4040_4410,24031,MONTGOMERY,Upper Potomac,Potomac River Basin,Non-Tidal Atm,88.317771910000005,43.390251159999998,43.390251159999998,43.390251159999998,43.390251159999998,43.390251159999998,43.390251159999998,43.390251159999998,43.390251159667969,43.390251159667969,43.390253440000002,43.39025496
A24031PM4_4040_4410,24031,MONTGOMERY,Upper Potomac,Potomac River Basin,Septic,5558.4360349999997,8804.0869139999995,9524.1494139999995,9891.3964840000008,10149.16992,10403.429690000001,10227.179690000001,7755.2070309999999,7902.72412109375,7933.5620117187509,8238.3579621999997,7381.1636609999996
A24031PM4_4040_4410,24031,MONTGOMERY,Upper Potomac,Potomac River Basin,Stormwater,28539.957032999999,33595.511473999999,33015.648439999997,34022.169435999996,34984.897703000002,35164.257322999998,32997.824219000002,35234.676763000003,33447.866088867195,32819.723388671875,31083.299497999997,29795.066869999999
A24031PM4_4040_4410,24031,MONTGOMERY,Upper Potomac,Potomac River Basin,Wastewater,125.84799959999999,160.3791962,159.20970149999999,147.4096069,125.3404999,162.61270139999999,154.3072052,195.88600159999999,0,324.87979125976562,168.81195,175.213449
A24031PM7_4410_4620,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Agriculture,546425.39373999997,326816.81031999999,311253.84174,301139.76205000002,289297.13715999998,279726.12219999998,261781.9853,256992.44633999999,248349.47344970706,240341.13470458981,275285.78564999998,251307.08158999999
A24031PM7_4410_4620,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Forest,52002.231443999997,64779.663579,66854.582028000004,66469.643551000001,67576.793699999995,68516.919676000005,67301.873043,64480.944743,65300.55859375,66177.105674743652,66471.015250800003,66215.304065999997
A24031PM7_4410_4620,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Non-Tidal Atm,17784.009770000001,8737.2285159999992,8737.2285159999992,8737.2285159999992,8737.2285159999992,8737.2285159999992,8737.2285159999992,8737.2285159999992,8737.228515625,8737.228515625,8737.2280101999986,8737.2276729999994
A24031PM7_4410_4620,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Septic,2380.7690429999998,3541.7939449999999,3592.4221189999998,3607.5458979999999,3676.969971,3739.616943,4946.5878910000001,3146.8339839999999,3210.8369140625,3218.7758789062505,2950.3285609999998,2522.2661889999999
A24031PM7_4410_4620,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Stormwater,22321.086180999999,21457.880614999998,21179.581361,22368.229735000001,21992.820922999999,22613.487063,23922.898679000002,25551.078616999999,23491.960449218754,23051.304382324222,19633.588002199998,18602.925762999999
A24031PM7_4410_4620,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Wastewater,249.79260249999999,64889.059569999998,44895.54883,14771.849609999999,14771.849609999999,14771.849609999999,9717.0048829999996,4904.5742190000001,4904.57421875,3657.97998046875,20781.141390280001,4704.8697638000003
A24031PM7_4580_4820,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Agriculture,52826.477628000001,31356.535995999999,29671.050697999999,28704.148934000001,27525.109819000001,26587.717973999999,24891.253326999999,24735.360832999999,23806.629272460945,23094.548706054688,24945.741494599999,21795.535359000001
A24031PM7_4580_4820,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Forest,114161.28219,54816.488035000002,53045.855228,50631.762693999997,49468.177005999998,48905.306643000004,47714.640377999996,39796.955751000001,37773.44140625,39577.878051757813,52579.979372000002,52269.395468000002
A24031PM7_4580_4820,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Non-Tidal Atm,20458.380860000001,10051.139649999999,10051.139649999999,10051.139649999999,10051.139649999999,10051.139649999999,10051.139649999999,10051.139649999999,10051.1396484375,10051.1396484375,10051.141401999999,10051.14257
A24031PM7_4580_4820,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Septic,15990.200199999999,34411.070310000003,36522.421880000002,37587.371090000001,38295.839840000001,39000.140630000002,36258.660159999999,24839.75,25009.949218749996,25127.609375000004,29479.981256000003,24785.020840000001
A24031PM7_4580_4820,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Stormwater,414230.24971,421934.70114000002,411121.39356,415397.55151000002,417964.91100999998,416788.83503000002,402853.51860000001,434006.94053000002,446445.9208984375,431381.1826171875,363087.57476399996,331065.02889999998
A24031PM7_4580_4820,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Wastewater,0,2503.0358890000002,2503.0358890000002,2503.0358890000002,2503.0358890000002,2503.0358890000002,13.7192297,13.7192297,13.719229698181151,13.719229698181151,1316.8420123480003,526.04609458000004
A24031PM7_4620_4580,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Agriculture,167931.20872,100439.88774000001,95656.686554999993,92548.432675000004,88027.861562999999,85098.484253000002,79701.875400000004,78500.823214000004,76359.671661376953,73917.71484375,83772.802254599999,75850.212721000004
A24031PM7_4620_4580,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Forest,32321.498288999999,31157.874023,31650.928466000001,31149.902467,31454.625123999998,31698.693233000002,34363.058229000002,32889.284729999999,33079.390625,33368.445056915276,31437.3708458,31294.999099000001
A24031PM7_4620_4580,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Non-Tidal Atm,21728.380860000001,10675.08008,10675.08008,10675.08008,10675.08008,10675.08008,10675.08008,10675.08008,10675.080078125,10675.080078125,10675.081453999999,10675.08237
A24031PM7_4620_4580,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Septic,214.0821991,380.81939699999998,390.52239989999998,395.6708069,405.96459959999999,418.84768680000002,561.4257202,423.43850709999998,444.71029663085937,452.24240112304693,317.94355229999996,269.55765389999999
A24031PM7_4620_4580,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Stormwater,18860.258545000001,19986.611084,19765.651733999999,20870.416988000001,21154.745908000001,21255.988038,11236.054321,11775.972962,11592.576446533201,11386.440216064451,18128.198830199999,17036.563560999999
A24031PM7_4620_4580,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Wastewater,0,0,35.695480349999997,33.844631200000002,32.483261110000001,35.85622025,36.290218350000004,0,0,0,38.529756335999998,40.419273660000002
A24031PM7_4820_0001,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0
A24031PM7_4820_0001,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Forest,7132.6350093999999,2229.6044772999999,2392.5479733000002,2414.6124033999999,2458.1249922000002,2499.1091311999999,474.67112441,1235.4382479999999,1457.5710449218748,1587.9615840911865,2372.2181167799999,2358.6648790999998
A24031PM7_4820_0001,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Non-Tidal Atm,12.47893047,6.130856991,6.130856991,6.130856991,6.130856991,6.130856991,6.130856991,6.130856991,6.130856990814209,6.130856990814209,6.1308573528,6.130857594
A24031PM7_4820_0001,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Septic,264.52490230000001,232.04859920000001,230.6528931,230.1298065,229.34539789999999,228.59570310000001,28.766710280000002,0,0,0,178.96675877999999,144.5093359
A24031PM7_4820_0001,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Stormwater,94811.993826000005,78128.413041000007,76427.938123999993,74390.147450000004,74012.557291000005,73421.89258,80119.03125,78464.545784999995,75869.568359375,75176.2109375,64130.462776400003,55932.145878000003
A24031PM7_4820_0001,24031,MONTGOMERY,Middle Potomac,Potomac River Basin,Wastewater,0,5497.6328130000002,5480.9321289999998,5456.0678710000002,5456.0678710000002,5456.0678710000002,4.156500816,4.156500816,4.156500816345216,4.156500816345216,2194.8647065137998,4.153091523
A24031XU0_4130_4070,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Agriculture,34.941745482999998,20.779098772000001,19.670458554,19.029703204,18.248083812000001,17.626901420999999,16.500166275000002,16.400286607999998,15.7837723121047,15.311538081616163,18.247935910799999,17.299587482
A24031XU0_4130_4070,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Forest,3.967760385,4.501385331,4.632874727,4.603843927,4.665228218,4.726377994,4.637781531,4.434213747,4.456048011779785,4.519434079993516,4.6252591214,4.620182051
A24039EL1_6000_0001,24039,SOMERSET,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24031XU0_4130_4070,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Non-Tidal Atm,0.03828384,0.01880873,0.01880873,0.01880873,0.01880873,0.01880873,0.01880873,0.01880873,0.018808729946613,0.018808729946613,0.0188087294,0.018808729
A24031XU0_4130_4070,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Septic,1.265918016,1.658056974,1.68780303,1.701414943,1.724498987,1.748648047,1.865857005,1.600309968,1.632886052131653,1.6491539478302,1.4860120878,1.351484793
A24031XU0_4130_4070,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Stormwater,3.320640684,3.231530115,3.159844964,3.167151981,3.188493357,3.192600041,3.302325785,3.452427864,3.545014202594757,3.436975598335266,3.0036553466,2.899528935
A24031XU0_4130_4070,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24031XU2_4070_4330,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Agriculture,41.689459778,24.792118085999999,23.468824844,22.704769384999999,21.796438761000001,21.030909786999999,19.686529561,19.567394279999998,18.831668980419632,18.268395222723484,21.771737869999999,20.640346554000001
A24031XU2_4070_4330,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Forest,6.180856824,5.911360353,6.008129299,5.924485296,5.969573915,6.018456101,6.06816411,5.727975983,5.84388303756714,5.920078737661242,5.996379739,5.988546699
A24031XU2_4070_4330,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Non-Tidal Atm,9.126709937999999,4.483925819,4.483925819,4.483925819,4.483925819,4.483925819,4.483925819,4.483925819,4.483925819396973,4.483925819396973,4.4839257254,4.483925663
A24031XU2_4070_4330,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Septic,0,2.661516905,2.793144941,2.858567953,2.944106102,3.020005941,3.797816992,3.393424034,3.613848924636841,3.617700099945069,2.477214797,2.266594701
A24031XU2_4070_4330,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Stormwater,4.471765473,5.993527367,5.946315153,6.152401894,6.267586559,6.30540216,6.257094026,6.803580999,5.737838208675385,5.6451106518507,5.773899730799999,5.658956116
A24031XU2_4070_4330,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24031XU2_4330_4480,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Agriculture,4671.6153549000001,2778.1147847000002,2629.8787035999999,2544.2213326000001,2441.3754629999999,2356.6700039000002,2206.0187127999998,2192.6770370999998,2110.2430067062373,2047.1120467185972,2439.6971116,2312.9093836000002
A24031XU2_4330_4480,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Forest,973.47680666999997,811.95236967999995,818.39270398999997,797.69688414999996,799.23745724000003,800.71543124000004,823.28490449000003,772.43697830999997,761.93841552734364,775.81885874271381,816.39652215199999,815.06573426
A24031XU2_4330_4480,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Non-Tidal Atm,135.42590329999999,66.534301760000005,66.534301760000005,66.534301760000005,66.534301760000005,66.534301760000005,66.534301760000005,66.534301760000005,66.534301757812486,66.534301757812486,66.534300716000004,66.534300020000003
A24031XU2_4330_4480,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Septic,332.77679439999997,669.52410889999999,693.04559329999995,704.51702880000005,729.69091800000001,755.02008060000003,744.62640380000005,611.24011229999996,626.9248046875,637.838623046875,612.76214533999996,559.23984670000004
A24031XU2_4330_4480,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Stormwater,1716.3342895999999,1782.3180694,1747.9744111,1816.7616711000001,1832.6635638,1845.709961,1690.3739926999999,1787.8137202,1865.8040618896482,1797.9074401855469,1703.9237473599999,1674.5566382
A24031XU2_4330_4480,24031,MONTGOMERY,Patuxent,Patuxent River Basin,Wastewater,0,0.382785589,0.382785589,0.382785589,0.382785589,0.382785589,0.030227881,0.030227881,0.03022788092494,0.03022788092494,0.171236083,0.030203079
A24033PL0_4510_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Agriculture,83.439181292000001,45.701511818,42.975856153999999,41.559694796000002,38.713584920000002,37.804393767000001,35.605676713000001,32.382836388999998,30.309816390275955,28.215818300843239,40.352270804599996,38.603213904999997
A24033PL0_4510_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Forest,1384.6297454999999,705.88892745999999,878.72706605999997,1259.7954904999999,1371.009106,1490.7846264,752.72937009999998,415.26138398000001,918.47502517700229,1055.9922323226929,889.04016868799999,895.91557044000001
A24033PL0_4510_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Non-Tidal Atm,12.936300279999999,6.531415939,6.531415939,6.531415939,6.531415939,6.531415939,6.531415939,6.531415939,6.531415939331056,6.531415939331056,6.5314158208,6.531415742
A24033PL0_4510_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Septic,8.814970016,14.1033802,14.101160050000001,14.101160050000001,14.101160050000001,14.101269719999999,33.487949370000003,14.103369710000001,14.530280113220218,14.070449829101564,12.340548046,11.166806709999999
A24033PL0_4510_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Stormwater,56111.203131000002,44606.545907,42948.335940999998,39806.675046999997,39510.631642,39281.04883,41497.720699999998,44394.383053999998,40264.359375,39949.30078125,38688.4189252,35848.474247999999
A24033PL0_4510_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24033PL0_4961_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Agriculture,2271.5883469999999,1245.2526258,1172.3312407999999,1124.5405745,1056.451311,1030.0318531,973.50518992000002,876.85018492999995,827.70518159866322,769.30385065078735,974.63642740399996,842.83988513999998
A24033PL0_4961_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Forest,11438.942322999999,5617.0883793000003,5574.9486698999999,6383.7706448999998,6502.2778774999997,6749.2729031999997,8307.5059509000002,5790.4604458000003,6627.8079528808603,6872.3540573120117,5562.21671694,5553.7287483
A24033PL0_4961_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Non-Tidal Atm,106.4023972,53.721580510000003,53.721580510000003,53.721580510000003,53.721580510000003,53.721580510000003,53.721580510000003,53.721580510000003,53.721580505371087,53.721580505371087,53.721580702000004,53.721580830000001
A24033PL0_4961_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Septic,4713.4702150000003,4990.7202150000003,4954.4541019999997,4938.3271480000003,4925.423828,4909.3339839999999,3127.2919919999999,3324.9250489999999,3316.7419433593755,3312.556884765625,3842.1704761999999,3100.6480590000001
A24033PL0_4961_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Stormwater,99011.439450000005,85271.190440000006,80907.749020000003,73499.818169000006,72995.670991000006,72585.765631000002,65497.574951000002,75641.325201,68806.577758789063,68105.944946289048,66658.417854400002,57158.863744000002
A24033PL0_4961_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Wastewater,0,6.090030193,6.090030193,6.090030193,6.090030193,6.090030193,6.090030193,6.090030193,6.090030193328857,6.090030193328857,6.0870294052,6.08502888
A24033PL0_5070_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Agriculture,21256.765911999999,11654.752313999999,11132.899759,10685.604658,9979.1904410000006,9748.8981377,9219.7894013999994,8351.3900496000006,7904.0178337097186,7351.3656730651855,9983.2391572600009,9216.7987561000009
A24033PL0_5070_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Forest,23829.645510999999,17140.494869999999,16934.781306000001,16971.578303999999,17071.630556,17113.422307000001,18025.066165,16411.864154999999,16623.610702514648,16759.526748657223,16882.426084800001,16847.522604000002
A24033PL0_5070_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Non-Tidal Atm,324.99319459999998,164.08599849999999,164.08599849999999,164.08599849999999,164.08599849999999,164.08599849999999,164.08599849999999,164.08599849999999,164.08599853515622,164.08599853515622,164.08601206,164.08602110000001
A24033PL0_5070_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Septic,6699.2177730000003,9748.4814449999994,9936.2324219999991,10029.759770000001,10105.04004,10178.049800000001,5549.7001950000003,5473.626953,5462.77978515625,5461.8041992187509,8245.4193233999995,7118.210591
A24033PL0_5070_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Stormwater,44248.106950000001,50184.319082000002,46174.745271,43061.182658999998,42332.608456000002,43183.472322000001,39684.420576999997,45079.885903000002,42887.830726623528,42249.569496154785,41333.6101452,38106.186728000001
A24033PL0_5070_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Wastewater,1217.994019,848.09549140000001,582.19278139999994,796.62808419999999,416.56268499999999,400.22839549999998,287.42068669999998,630.11087229999998,6.682526111602782,386.24630928039551,1174.4101571000001,1569.2217409
A24033PL0_5290_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Agriculture,801.91839291999997,439.55868435000002,422.02064395999997,405.33178498000001,378.38596203999998,369.23718367999999,349.24231120000002,317.0237644,300.10164630413055,279.24266767501831,362.15226163400001,322.24000675000002
A24033PL0_5290_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Forest,2099.7339476000002,1761.2870559,1745.8258893,1727.2765803,1736.9964213999999,1734.8983768000001,1777.1414256999999,1717.5997084999999,1730.903881072998,1732.388330459595,1734.5660151,1727.0594323
A24033PL0_5290_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Non-Tidal Atm,49.115890499999999,24.798149110000001,24.798149110000001,24.798149110000001,24.798149110000001,24.798149110000001,24.798149110000001,24.798149110000001,24.798149108886722,24.798149108886722,24.798149049999999,24.798149009999999
A24033PL0_5290_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Septic,2833.1340329999998,3224.0349120000001,3271.4750979999999,3290.0749510000001,3304.6789549999999,3315.7590329999998,1647.0520019999999,1620.781982,1615.0570068359375,1615.4990234375002,2549.3720493999999,2067.9700170000001
A24033PL0_5290_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Stormwater,1488.0979385999999,1431.5552368000001,1391.1647492,1306.3747596999999,1264.8718223000001,1301.14357,1110.9711990000001,1208.1847686000001,1134.7731094360352,1122.7358551025391,1180.4830569799999,1040.0285954999999
A24033PL0_5290_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24033PL0_5390_0000,24033,PRINCE GEORGES,Lower Potomac,Potomac River Basin,Agriculture,693.65813482999999,379.63935099000003,357.85880902999997,343.10378300999997,322.43192775,314.09815973000002,297.04891857000001,267.06451356000002,252.4559642076492,234.48396456241602,297.84634631599999,257.83803784000003
A24033PL0_5390_0000,24033,PRINCE GEORGES,Lower Potomac,Potomac River Basin,Forest,2993.1879116,2473.5737764999999,2459.2672880999999,2434.4049073000001,2428.3220293999998,2439.0633397000001,2573.9701,2490.4174256000001,2504.6553421020508,2503.246410369873,2443.4720345999999,2432.9418655999998
A24033PL0_5390_0000,24033,PRINCE GEORGES,Lower Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,0,0
F24510WM0_3961_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24033PL0_5390_0000,24033,PRINCE GEORGES,Lower Potomac,Potomac River Basin,Septic,489.24169920000003,576.94427489999998,586.97399900000005,593.7225952,597.09680179999998,600.47210689999997,497.32650760000001,505.56640629999998,503.85659790039051,504.25878906249994,458.45879395999998,372.78199059999997
A24033PL0_5390_0000,24033,PRINCE GEORGES,Lower Potomac,Potomac River Basin,Stormwater,1344.3018950999999,1370.1453856999999,1282.5364685,1166.1222686999999,1224.6482392,1165.0176239,692.46455579999997,783.44999698000004,725.22870635986317,716.15990257263195,1066.79735108,922.97127279999995
A24033PL0_5390_0000,24033,PRINCE GEORGES,Lower Potomac,Potomac River Basin,Wastewater,17312.470700000002,9975.2402340000008,4025.9040530000002,13112.160159999999,5312.5571289999998,6155.4702150000003,6040.2260740000002,18464.880860000001,21870.0703125,11218.900390625,16229.049621199998,24364.48
A24033PL1_4540_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Agriculture,5002.8562025000001,2742.8767877,2581.4330839999998,2475.7185948000001,2321.7980859999998,2268.2447041,2144.0381487999998,1930.7914028,1823.184121131897,1694.5923948287964,2183.6269401199997,1918.4228442000001
A24041EM0_4324_0000,24041,TALBOT,Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24033PL1_4540_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Forest,11736.713137999999,6758.4150089000004,6941.6840817000002,8326.5482487999998,8514.1242679000006,8819.511047,9841.5306092999999,5983.7340887,7501.5936813354492,7854.8029632568341,6943.0018267200003,6943.8803233999997
A24033PL1_4540_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Non-Tidal Atm,1177.3110349999999,594.41333010000005,594.41333010000005,594.41333010000005,594.41333010000005,594.41333010000005,594.41333010000005,594.41333010000005,594.41333007812489,594.41333007812489,594.4133025000001,594.41328410000006
A24033PL1_4540_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Septic,1415.719971,1461.926025,1489.4499510000001,1501.7879640000001,1511.0429690000001,1517.214966,957.61517330000004,1589.968018,1634.7239990234375,1634.89501953125,1182.1013286,977.20224700000006
A24033PL1_4540_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Stormwater,154673.88584999999,126852.0236,120530.87736,108944.81057,108341.01139,108144.0083,102736.99722,119643.72265,107737.78426170351,106834.40100145341,99613.129920600011,85667.964961000005
A24033PL1_4540_0001,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Wastewater,175065.5,1357.5939940000001,1358.7430420000001,1392.051025,1392.051025,1392.051025,1908.4370120000001,1908.4370120000001,1908.43701171875,1908.43701171875,1381.45802278,1396.6013433000001
A24033PL1_5060_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Agriculture,15129.882866,8295.4573103000002,7923.9865023000002,7605.7017179000004,7102.1336119999996,6938.7913319999998,6562.4391477999998,5944.1973515,5625.6788692474365,5232.4678897857657,6743.3648595000004,5956.2837643000003
A24033PL1_5060_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Forest,13308.33093,10615.845459,10570.455322,10778.399078,10989.220794999999,11064.237424000001,11591.002591,10193.300042999999,10499.181915283201,10642.90055847168,10510.3293448,10470.245360000001
A24033PL1_5060_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Non-Tidal Atm,85.939002990000006,43.389789579999999,43.389789579999999,43.389789579999999,43.389789579999999,43.389789579999999,43.389789579999999,43.389789579999999,43.389789581298842,43.389789581298842,43.389789712000002,43.389789800000003
A24033PL1_5060_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Septic,2914.25,3733.3110350000002,3759.5778810000002,3776.366943,3799.8720699999999,3826.741943,3667.5520019999999,3590.6579590000001,3579.8491210937495,3581.3630371093755,2926.4793432000001,2371.0803179999998
A24033PL1_5060_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Stormwater,50626.279241999997,44250.390163999997,42236.977966999999,39156.338040000002,38184.077877000003,38571.106752,37177.427312,42319.430481000003,39713.287414550781,39183.883850097656,35347.725686600003,30754.890833000001
A24033PL1_5060_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Wastewater,0,0,0,1.016950011,1.016950011,1.016950011,7.104896069,7.104896069,7.104896068573,7.104896068573,4.2594370992,7.099061832
A24033PL1_5061_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Agriculture,798.86064461000001,437.93015610999998,413.92044042999999,397.1991701,372.22861010000003,363.69278372999997,343.54970839999999,309.84497147000002,292.84163510799414,272.15799975395208,346.34357956000002,301.29233898000001
A24033PL1_5061_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Forest,3366.3944707000001,2085.0126954000002,2031.9424747999999,2045.6849675000001,2086.2823260999999,2055.8768921000001,2382.0194322000002,2103.3983495000002,2151.6402111053471,2171.2871246337886,2019.6898913,2011.5215023000001
A24033PL1_5061_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Non-Tidal Atm,347.85971069999999,175.63110349999999,175.63110349999999,175.63110349999999,175.63110349999999,175.63110349999999,175.63110349999999,175.63110349999999,175.631103515625,175.631103515625,175.63110415999998,175.63110459999999
A24033PL1_5061_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Septic,738.2305298,1237.975952,1228.6130370000001,1220.48999,1219.44397,1214.869019,565.69799799999998,561.09027100000003,559.46771240234386,549.67950439453125,952.56662370000004,768.53568150000001
A24033PL1_5061_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Stormwater,8122.6316075000004,9188.9018402000002,8524.1292721999998,7986.2463303000004,7637.2341085999997,7998.9371330000004,6489.4872435999996,7419.378052,6966.3838500976562,6873.8981323242187,7324.84709888,6525.3256499999998
A24033PL1_5061_0000,24033,PRINCE GEORGES,Middle Potomac,Potomac River Basin,Wastewater,553126,276483.70341000002,291403.29710999998,287540.10960999998,259103.10961000001,258533.90651,103678.21120999999,152177.70340999999,152393.81273758408,190703.31273758406,116561.68431119999,0.609112
A24033PL1_5230_0001,24033,PRINCE GEORGES,Lower Potomac,Potomac River Basin,Agriculture,9026.4477325999997,4941.6415987999999,4724.0558744999998,4534.7545286000004,4234.1289180000003,4135.9155001999998,3911.4657118,3540.2210304,3350.1221990585323,3115.267489433289,4459.6605259799999,4283.3969602999996
